dataset,true_label,gap
autodan,ATTACK,0.037195
autodan,ATTACK,0.062006
autodan,ATTACK,0.046811
autodan,ATTACK,0.07567
autodan,ATTACK,0.071057
autodan,ATTACK,0.090628
autodan,ATTACK,0.056246
autodan,ATTACK,0.039872
autodan,ATTACK,0.026723
autodan,ATTACK,-0.01966
autodan,ATTACK,-0.002786
autodan,ATTACK,-0.012387
autodan,ATTACK,0.006753
autodan,ATTACK,0.019929
autodan,ATTACK,0.01987
autodan,ATTACK,0.056597
autodan,ATTACK,0.049029
autodan,ATTACK,0.040752
autodan,ATTACK,0.044865
autodan,ATTACK,0.025254
autodan,ATTACK,0.034065
autodan,ATTACK,0.027873
autodan,ATTACK,0.037643
autodan,ATTACK,0.058937
autodan,ATTACK,0.035219
autodan,ATTACK,-0.010057
autodan,ATTACK,-0.015186
autodan,ATTACK,0.005839
autodan,ATTACK,0.008646
autodan,ATTACK,0.06883
autodan,ATTACK,-0.023954
autodan,ATTACK,0.032502
autodan,ATTACK,-0.000672
autodan,ATTACK,0.021512
autodan,ATTACK,0.018612
autodan,ATTACK,0.031134
autodan,ATTACK,0.048273
autodan,ATTACK,0.029314
autodan,ATTACK,0.014525
autodan,ATTACK,0.006818
autodan,ATTACK,0.044552
autodan,ATTACK,0.063978
autodan,ATTACK,0.058427
autodan,ATTACK,0.025164
autodan,ATTACK,0.030452
autodan,ATTACK,-0.02029
autodan,ATTACK,0.022767
autodan,ATTACK,-0.019814
autodan,ATTACK,0.032199
autodan,ATTACK,0.029595
autodan,ATTACK,0.006661
autodan,ATTACK,0.03168
autodan,ATTACK,0.024178
autodan,ATTACK,0.006157
autodan,ATTACK,0.018344
autodan,ATTACK,0.061117
autodan,ATTACK,0.03636
autodan,ATTACK,-0.008341
autodan,ATTACK,0.000143
autodan,ATTACK,0.044977
autodan,ATTACK,0.045334
autodan,ATTACK,0.000697
autodan,ATTACK,0.057184
autodan,ATTACK,0.03229
autodan,ATTACK,0.050024
autodan,ATTACK,0.034418
autodan,ATTACK,0.056038
autodan,ATTACK,0.038608
autodan,ATTACK,0.036723
autodan,ATTACK,0.047106
autodan,ATTACK,-0.003243
autodan,ATTACK,0.019589
autodan,ATTACK,0.042848
autodan,ATTACK,0.025978
autodan,ATTACK,0.016045
autodan,ATTACK,0.003587
autodan,ATTACK,-0.007327
autodan,ATTACK,0.030629
autodan,ATTACK,0.029036
autodan,ATTACK,0.012767
autodan,ATTACK,0.028655
autodan,ATTACK,0.057913
autodan,ATTACK,0.048187
autodan,ATTACK,0.032258
autodan,ATTACK,0.011559
autodan,ATTACK,0.044853
autodan,ATTACK,0.030913
autodan,ATTACK,0.034548
autodan,ATTACK,0.004493
autodan,ATTACK,0.063839
autodan,ATTACK,0.004577
autodan,ATTACK,0.018325
autodan,ATTACK,0.033178
autodan,ATTACK,-0.017939
autodan,ATTACK,0.077669
autodan,ATTACK,0.028861
autodan,ATTACK,0.021686
autodan,ATTACK,0.001431
autodan,ATTACK,0.040453
autodan,ATTACK,0.05594
autodan,ATTACK,-0.004271
autodan,ATTACK,0.034424
autodan,ATTACK,0.013334
autodan,ATTACK,0.00321
autodan,ATTACK,0.056481
autodan,ATTACK,0.039438
autodan,ATTACK,-7e-06
autodan,ATTACK,0.036368
autodan,ATTACK,0.022874
autodan,ATTACK,-0.000786
autodan,ATTACK,0.027149
autodan,ATTACK,0.071724
autodan,ATTACK,0.073274
autodan,ATTACK,0.004838
autodan,ATTACK,0.057522
autodan,ATTACK,0.026487
autodan,ATTACK,0.050619
autodan,ATTACK,0.018523
autodan,ATTACK,0.047099
autodan,ATTACK,0.012642
autodan,ATTACK,0.049356
autodan,ATTACK,0.052393
autodan,ATTACK,0.041953
autodan,ATTACK,0.038003
autodan,ATTACK,0.033242
autodan,ATTACK,0.027303
autodan,ATTACK,0.019595
autodan,ATTACK,0.040347
autodan,ATTACK,0.036387
autodan,ATTACK,0.078239
autodan,ATTACK,0.026543
autodan,ATTACK,0.006051
autodan,ATTACK,0.029917
autodan,ATTACK,0.022006
autodan,ATTACK,0.039411
autodan,ATTACK,0.040822
autodan,ATTACK,0.091264
autodan,ATTACK,0.000509
autodan,ATTACK,0.053468
autodan,ATTACK,0.016775
autodan,ATTACK,0.029487
autodan,ATTACK,0.058264
autodan,ATTACK,0.028669
autodan,ATTACK,0.029889
autodan,ATTACK,0.060988
autodan,ATTACK,0.030521
autodan,ATTACK,-0.015362
autodan,ATTACK,0.036155
autodan,ATTACK,0.06347
autodan,ATTACK,0.052654
autodan,ATTACK,0.044082
autodan,ATTACK,0.064279
autodan,ATTACK,-0.009074
autodan,ATTACK,0.034474
autodan,ATTACK,-0.005739
autodan,ATTACK,0.020464
autodan,ATTACK,0.019647
autodan,ATTACK,-0.014086
autodan,ATTACK,-0.015569
autodan,ATTACK,0.051966
autodan,ATTACK,0.054874
autodan,ATTACK,0.007774
autodan,ATTACK,0.032635
autodan,ATTACK,0.041244
autodan,ATTACK,-0.004792
autodan,ATTACK,0.005529
autodan,ATTACK,0.015093
autodan,ATTACK,0.023158
autodan,ATTACK,0.034539
autodan,ATTACK,0.032684
autodan,ATTACK,0.002557
autodan,ATTACK,0.029176
autodan,ATTACK,0.00619
autodan,ATTACK,-0.018756
autodan,ATTACK,-0.011126
autodan,ATTACK,0.031918
autodan,ATTACK,0.011897
autodan,ATTACK,0.029475
autodan,ATTACK,0.029439
autodan,ATTACK,0.036757
autodan,ATTACK,0.025792
autodan,ATTACK,0.031807
autodan,ATTACK,0.0547
autodan,ATTACK,0.037856
autodan,ATTACK,-0.02023
autodan,ATTACK,0.035449
autodan,ATTACK,-0.008738
autodan,ATTACK,0.002272
autodan,ATTACK,0.010195
autodan,ATTACK,0.034089
autodan,ATTACK,0.064234
autodan,ATTACK,0.035457
autodan,ATTACK,0.043521
autodan,ATTACK,0.00961
autodan,ATTACK,0.033542
autodan,ATTACK,0.014348
autodan,ATTACK,0.027212
autodan,ATTACK,0.0061
autodan,ATTACK,-0.002753
autodan,ATTACK,-0.007618
autodan,ATTACK,0.038664
autodan,ATTACK,0.030595
autodan,ATTACK,0.046629
autodan,ATTACK,0.021223
autodan,ATTACK,-0.008605
autodan,ATTACK,0.052881
autodan,ATTACK,0.002931
autodan,ATTACK,-0.012331
autodan,ATTACK,0.037672
autodan,ATTACK,0.028221
autodan,ATTACK,0.025185
autodan,ATTACK,0.01421
autodan,ATTACK,-0.02124
autodan,ATTACK,-0.013805
autodan,ATTACK,-0.00859
autodan,ATTACK,0.011521
autodan,ATTACK,-0.00448
autodan,ATTACK,-0.002314
autodan,ATTACK,0.025719
autodan,ATTACK,-0.002936
autodan,ATTACK,0.041891
autodan,ATTACK,0.044729
autodan,ATTACK,0.022149
autodan,ATTACK,0.037276
autodan,ATTACK,0.001889
autodan,ATTACK,0.033166
autodan,ATTACK,0.017639
autodan,ATTACK,0.045216
autodan,ATTACK,0.027263
autodan,ATTACK,0.022061
autodan,ATTACK,-0.005922
autodan,ATTACK,0.043616
autodan,ATTACK,0.06032
autodan,ATTACK,7.1e-05
autodan,ATTACK,-0.012842
autodan,ATTACK,0.01394
autodan,ATTACK,0.034443
autodan,ATTACK,0.015211
autodan,ATTACK,0.059383
autodan,ATTACK,0.034327
autodan,ATTACK,-0.011189
autodan,ATTACK,0.024785
autodan,ATTACK,0.042771
autodan,ATTACK,0.028905
autodan,ATTACK,0.025549
autodan,ATTACK,0.06541
autodan,ATTACK,0.021014
autodan,ATTACK,0.030979
autodan,ATTACK,0.051124
autodan,ATTACK,0.047012
autodan,ATTACK,0.038046
autodan,ATTACK,0.03655
autodan,ATTACK,-0.02544
autodan,ATTACK,0.058244
autodan,ATTACK,0.024595
autodan,ATTACK,-0.000842
autodan,ATTACK,0.058093
autodan,ATTACK,0.064484
autodan,ATTACK,-0.011509
autodan,ATTACK,0.052774
autodan,ATTACK,0.072942
autodan,ATTACK,0.016588
autodan,ATTACK,-0.003097
autodan,ATTACK,0.037005
autodan,ATTACK,0.047845
autodan,ATTACK,-0.012995
autodan,ATTACK,0.044425
autodan,ATTACK,0.024967
autodan,ATTACK,-0.003921
autodan,ATTACK,0.040892
autodan,ATTACK,0.040229
autodan,ATTACK,0.027819
autodan,ATTACK,0.00956
autodan,ATTACK,0.001145
autodan,ATTACK,-0.005523
autodan,ATTACK,0.009202
autodan,ATTACK,0.002459
autodan,ATTACK,0.073109
autodan,ATTACK,0.021998
autodan,ATTACK,-0.013926
autodan,ATTACK,0.031777
autodan,ATTACK,0.028979
autodan,ATTACK,0.049454
autodan,ATTACK,-0.005418
autodan,ATTACK,0.039491
autodan,ATTACK,0.028012
autodan,ATTACK,-0.009156
autodan,ATTACK,0.033885
autodan,ATTACK,0.038586
autodan,ATTACK,-0.017713
autodan,ATTACK,0.002079
autodan,ATTACK,0.026196
autodan,ATTACK,0.041012
autodan,ATTACK,0.038187
autodan,ATTACK,0.01581
autodan,ATTACK,0.048823
autodan,ATTACK,0.010042
autodan,ATTACK,0.049277
autodan,ATTACK,0.046312
autodan,ATTACK,0.028
autodan,ATTACK,0.032439
autodan,ATTACK,0.032851
autodan,ATTACK,0.007999
autodan,ATTACK,0.0297
autodan,ATTACK,0.040895
autodan,ATTACK,0.079173
autodan,ATTACK,0.036337
autodan,ATTACK,0.038994
autodan,ATTACK,0.032033
autodan,ATTACK,0.067637
autodan,ATTACK,0.029051
autodan,ATTACK,0.022906
autodan,ATTACK,0.036646
autodan,ATTACK,0.030773
autodan,ATTACK,0.069011
autodan,ATTACK,-0.003493
autodan,ATTACK,0.027949
autodan,ATTACK,0.003907
autodan,ATTACK,0.009082
autodan,ATTACK,0.03856
autodan,ATTACK,0.035044
autodan,ATTACK,0.03122
autodan,ATTACK,-0.003534
autodan,ATTACK,0.039349
autodan,ATTACK,0.026115
autodan,ATTACK,-0.005939
autodan,ATTACK,0.069364
autodan,ATTACK,0.044847
autodan,ATTACK,-0.010743
autodan,ATTACK,-0.019309
autodan,ATTACK,0.030154
autodan,ATTACK,0.036537
autodan,ATTACK,0.030793
autodan,ATTACK,0.089685
autodan,ATTACK,0.049393
autodan,ATTACK,-0.001933
autodan,ATTACK,0.016806
autodan,ATTACK,0.040706
autodan,ATTACK,0.075552
autodan,ATTACK,0.047454
autodan,ATTACK,-0.004207
autodan,ATTACK,0.037787
autodan,ATTACK,0.014892
autodan,ATTACK,0.009241
autodan,ATTACK,0.041539
autodan,ATTACK,0.019463
autodan,ATTACK,0.002288
autodan,ATTACK,-0.015554
autodan,ATTACK,0.033198
autodan,ATTACK,-0.010272
autodan,ATTACK,0.045204
autodan,ATTACK,0.002887
autodan,ATTACK,0.063579
autodan,ATTACK,-0.015555
autodan,ATTACK,0.0504
autodan,ATTACK,0.039454
autodan,ATTACK,0.056445
autodan,ATTACK,0.044984
autodan,ATTACK,0.052127
autodan,ATTACK,0.021205
autodan,ATTACK,0.048229
autodan,ATTACK,0.060988
autodan,ATTACK,0.062976
autodan,ATTACK,-0.012572
autodan,ATTACK,0.046464
autodan,ATTACK,0.035311
autodan,ATTACK,-0.013735
autodan,ATTACK,-0.017582
autodan,ATTACK,0.035184
autodan,ATTACK,-0.018346
autodan,ATTACK,0.046797
autodan,ATTACK,0.028041
autodan,ATTACK,-0.000283
autodan,ATTACK,0.032102
autodan,ATTACK,0.027527
autodan,ATTACK,0.025007
autodan,ATTACK,0.044194
autodan,ATTACK,0.044667
autodan,ATTACK,0.0088
autodan,ATTACK,0.016242
autodan,ATTACK,0.02091
autodan,ATTACK,0.0557
autodan,ATTACK,-0.014006
autodan,ATTACK,-0.004559
autodan,ATTACK,-0.018396
autodan,ATTACK,0.027022
autodan,ATTACK,-0.01067
autodan,ATTACK,0.038547
autodan,ATTACK,0.047638
autodan,ATTACK,0.058301
autodan,ATTACK,0.076408
autodan,ATTACK,-0.000588
autodan,ATTACK,0.027063
autodan,ATTACK,0.025434
autodan,ATTACK,0.049426
autodan,ATTACK,-0.023045
autodan,ATTACK,0.020434
autodan,ATTACK,-0.017182
autodan,ATTACK,0.03333
autodan,ATTACK,0.008901
autodan,ATTACK,0.042472
autodan,ATTACK,0.037139
autodan,ATTACK,-0.005804
autodan,ATTACK,0.017947
autodan,ATTACK,-0.00542
autodan,ATTACK,0.017951
autodan,ATTACK,0.00558
autodan,ATTACK,0.05146
autodan,ATTACK,-0.005189
autodan,ATTACK,-0.000207
autodan,ATTACK,0.034847
autodan,ATTACK,0.017522
autodan,ATTACK,0.049418
autodan,ATTACK,0.024582
autodan,ATTACK,0.041917
autodan,ATTACK,0.028829
autodan,ATTACK,0.036839
autodan,ATTACK,0.031225
autodan,ATTACK,0.011331
autodan,ATTACK,0.035397
autodan,ATTACK,0.034428
autodan,ATTACK,0.014202
autodan,ATTACK,0.033152
autodan,ATTACK,0.042416
autodan,ATTACK,0.014358
autodan,ATTACK,0.045005
